ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP011000,Mont Emilius 2,AO1A011040,infanzia Saint-Christophe Bret,"Loc. Bret, 20",11020,H669,SAINT-CHRISTOPHE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius2@regione.vda.it,Non Disponibile,montemilius2.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP010000,Mont Emilius 1,AO1A010010,infanzia  Fénis,"Loc. Chez Croiset, 5",11020,D537,FE'NIS,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius1@regione.vda.it,Non Disponibile,www.montemilius1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNPM01000X,"""ANTONIO ROSMINI"" - TRENTO",TNPM01000X,"""ANTONIO ROSMINI"" - TRENTO","VIA B.MALFATTI, 2",38122,L378,TRENTO,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,segr.rosmini.tn@scuole.provincia.tn.it,rosmini.trento@pec.provincia.tn.it,www.rosmini.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC859006,"""ROVERETO NORD""",TNEE85903A,"ROVERETO ""M.K.GANDHI""","VIA G. PUCCINI, 22",38068,H612,ROVERETO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icroveretonord.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82200G,"""CEMBRA""",TNEE82206V,"LONA LASES - LASES ""DON MILANI""","VIA PRINCIPALE, 43",38040,E664,LONA-LASES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccembra.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC832006,"""ALTA VAL DI SOLE""",TNEE83206D,VERMIGLIO,"VIA SEN. BRUNO KESSLER, 5",38029,L769,VERMIGLIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icaltavaldisole.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBMM834028,MS MOELTEN/MELTINA,PAESE,39010,F118,MELTINA * MOELTEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81100D,CALDARO/KALTERN,TBIC81100D,CALDARO/KALTERN,PATERBICHL 1,39052,B397,CALDARO SULLA STRADA DEL VINO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.kaltern@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC843001,LEO SANTIFALLER,TBIC843001,LEO SANTIFALLER,VIA        PANID               9/1,39040,C254,CASTELROTTO * KASTELRUTH,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.schlern@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBPM040004,LICEO DELLE SCIENZE UMANE BRESSANONE,TBPM040004,LICEO DELLE SCIENZE UMANE BRESSANONE,VIA IGNAZ-MADER 3,39042,B160,BRESSANONE * BRIXEN,NORMALE,ISTITUTO MAGISTRALE,SI,Non Disponibile,os-sowigym.brixen@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84400R,TERLANO - TERLAN,TBEE844053,GARGAZZONE/GARGAZON,Non Disponibile,39010,D923,GARGAZZONE * GARGAZON,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP014000,Abbé J.M.Trèves,AO1E014040,primaria  Torgnon,"Fraz. Mongnod, 34",11020,L217,TORGNON,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-ajmtreves@regione.vda.it,Non Disponibile,www.abbetreves.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AORR03000A,CRIA Centro Regionale Istruzione Adulti,AOCT03001X,ISTRUZIONE DEGLI ADULTI- percorsi 1^ Livello (1^ e 2^periodo),"Via Chambéry, 105",11000,A326,AOSTA,Non Disponibile,CENTRO TERRITORIALE,NO,Non Disponibile,isit-manzetti@mail.scuole.vda.it,Non Disponibile,https://imanzetti.scuole.vda.it/index.php/cria-vda
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC818008,"SARNTHEIN - ""KLARA POELT""",TBEE81801A,"SARNTHEIN - ""KLARA POELT""",VIA RUNGG 42,39058,I431,SARENTINO * SARNTAL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00700N,"""LORENZO GUETTI"" - TIONE DI TRENTO",TNTD00701X,"""LORENZO GUETTI"" - TIONE DI TRENTO","VIA DURONE, 53",38079,L174,TIONE DI TRENTO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,segr.guetti@scuole.provincia.tn.it,Non Disponibile,www.guetti.tn.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP008000,J.B. Cerlogne,AO1A008030,infanzia  Aymavilles,"Loc. Chef Lieu, 27",11010,A108,AYMAVILLES,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-jbcerlogne@regione.vda.it,Non Disponibile,www.jbcerlogne.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE014003,CHIUSA I/KLAUSEN I,TBEE014036,SAN PIETRO/SANKT PETER,Non Disponibile,39040,D821,FUNES * VILLNOESS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC827003,PAUL TROGER,TBEE827048,SAN MADDALENA/SANKT MAGDALENA,Non Disponibile,39030,L601,VALLE DI CASIES * GSIES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP013000,Abbé Prosper Duc,AO1A013060,infanzia Verrayes Champagnet,Loc. Champagnet,11020,L783,VERRAYES,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-apduc@regione.vda.it,Non Disponibile,www.prosperduc.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC827003,PAUL TROGER,TBEE827015,MONGUELFO/WELSBERG,VIA P.TROGER 11,39035,F371,MONGUELFO-TEDISO * WELSBERG-TA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC861006,"""BRENTONICO""",TNEE861018,BRENTONICO,"VIA F. CALZOLARI, 4",38060,B153,BRENTONICO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,ic-altavallagarina.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80400A,SAN GIOVANNI/SANKT JOHANN,TBEE80405L,CADIPIETRA/STEINHAUS,Non Disponibile,39030,L595,VALLE AURINA * AHRNTAL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83600T,ALBERT SCHWEITZER,TBMM83601V,ALBERT SCHWEITZER,VIALE      EUROPA              15,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP002000,Saint-Roch,AO1A002010,infanzia Antica Vetreria,"Via Antica Vetreria, 19",11100,A326,AOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-sroch@regione.vda.it,Non Disponibile,www.stroch.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81600L,KLOBENSTEIN,TBMM81601N,HANS VON HOFFENSTHAL,COLLALBO   ALLA STAZIONE       2,39054,H236,RENON * RITTEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBTF05000Q,ISTITUTO TECNOLOGICO BOLZANO,TBTF05000Q,ISTITUTO TECNOLOGICO BOLZANO,VIA SORRENTO 20,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,os-tfo.bozen@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIS00100P,ISTITUTI D'ISTRUZIONE SECONDARIA DI II,LBPS001015,LICEO LINGUISTICO,VIA   NINZ    13,39030,A537,BADIA * ABTEI,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBIC834006,TSCHOEGGLBERG,SCHRANN 4,39050,H858,SAN GENESIO ATESINO * JENESIEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.tschoegglberg@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82300Q,HOCHW.DR.FRITZ EBNER,TBIC82300Q,HOCHW.DR.FRITZ EBNER,VIA        DR. VOEGELE         20,39028,I729,SILANDRO * SCHLANDERS,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.schlanders@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBTL01000T,I.T.C.A.T. A. E P. DELAI,IBTL01000T,I.T.C.A.T. A. E P. DELAI,VIA  L. CADORNA 16/A,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO TECNICO PER GEOMETRI,SI,Non Disponibile,itg.bolzano@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP016000,Ottavio Jacquemet,AO1A016070,infanzia  Emarèse,"Loc. Heresaz,1",11020,D402,EMARE'SE,Non Disponibile,SCUOLA INFANZIA,NO,Non Disponibile,is-ojacquemet@regione.vda.it,Non Disponibile,www.ottaviojacquemet.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNTF02000G,"""GUGLIELMO MARCONI"" - ROVERETO",TNTF02000G,"""GUGLIELMO MARCONI"" - ROVERETO","VIA PADRE F.MONTI, 1",38068,H612,ROVERETO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,segr.itimarconi@scuole.provincia.tn.it,marconi@pec.provincia.tn.it,www.marconirovereto.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC809005,"""CAVALESE""",TNEE80904A,CASTELLO DI FIEMME - MOLINA,"VIA A.WEBER, 7",38030,C189,CASTELLO-MOLINA DI FIEMME,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccavalese.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81900Q,"""TRENTO 1""",TNEE81901T,"TRENTO - POVO ""U. MOGGIOLI""","VIA DEI RIVI, 6",38050,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82300Q,HOCHW.DR.FRITZ EBNER,TBEE82301T,SILANDRO/SCHLANDERS,Non Disponibile,39028,I729,SILANDRO * SCHLANDERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS022004,ISTITUTO D'ISTR. SEC. 2 GRADO DI MALLES,TBRC022013,LINGUA TEDESCA,VIA NAZIONALE 9,39024,E862,MALLES VENOSTA * MALS,NORMALE,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80500E,DON MILANI,IBEE80502N,S. CANDIDO CAP.,VIA ATTO 4,39038,H786,SAN CANDIDO * INNICHEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85600P,"""TRENTO 3""",TNEE85604X,"TRENTO ""AURELIO NICOLODI""","VIA A.FOGAZZARO, 2",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento3.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84400C,"""VALLE DEI LAGHI-DRO""",TNEE84407R,CAVEDINE - VIGO,"VIA NUOVA, 42",38070,C393,CAVEDINE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutovalledeilaghidro.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP015000,Luigi Barone,AO1E015030,primaria  Brusson,"Rue La Pila, 72",11022,B230,BRUSSON,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-lbarone@regione.vda.it,Non Disponibile,www.barone.scuole.vda.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP014000,Abbé J.M.Trèves,AO1A014050,infanzia  Valtournenche Capoluogo,Loc. Capoluogo,11028,L654,VALTOURNENCHE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ajmtreves@regione.vda.it,Non Disponibile,www.abbetreves.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP009000,Grand Combin,AO1A009050,infanzia Roisan,"Fraz. Champvillair Dessus,22",11100,H497,ROISAN,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-gcombin@regione.vda.it,Non Disponibile,https://grandcombin.iswebcloud.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS009009,"""DON LORENZO MILANI"" ROVERETO",TNTD00901G,"""DON LORENZO MILANI""- IST.TECN.TURIST.",VIA BALISTA,38068,H612,ROVERETO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,milani@domir.it,Non Disponibile,www.domir.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85100G,"""TRENTO 7""",TNEE85103Q,"TRENTO - GARDOLO ""PIGARELLI""","VIA IV NOVEMBRE, 42/1",38014,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.trento7.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00800D,"""GIACOMO FLORIANI"" RIVA DEL GARDA",TNIS00800D,"""GIACOMO FLORIANI"" RIVA DEL GARDA","VIALE DEI TIGLI, 43",38066,H330,RIVA DEL GARDA,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,segr.istitutofloriani@scuole.provincia.tn.it,floriani@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81000N,MICHAEL PACHER,TBEE81005X,SAN LEONARDO/SANKT LEONHARD,Non Disponibile,39042,B160,BRESSANONE * BRIXEN,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC837009,"""GIUDICARIE ESTERIORI""",TNMM83701A,"COMANO TERME-PONTE ARCHE""PRATI""","VIA SAN GIOVANNI, 14",38077,M314,COMANO TERME,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.giudicariescuola.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82900A,"""BASSA ANAUNIA-TUENNO""",TNEE82903E,"DENNO ""MONS.SIMONE WEBER""","VIA SEVERINI, 26",38010,D273,DENNO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icbassaanaunia.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC818008,"SARNTHEIN - ""KLARA POELT""",TBEE81805E,VALDURNA/DURNHOLZ,Non Disponibile,39058,I431,SARENTINO * SARNTAL,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01500V,CHIUSA II/KLAUSEN II,TBEE015032,BARBIANO/BARBIAN,Non Disponibile,39040,A635,BARBIANO * BARBIAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AO1E007050,primaria  Rhêmes Saint Georges,"Fraz. Coveyrand, 20",11010,H263,RHEMES-SAINT-GEORGES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-miviglino@regione.vda.it,Non Disponibile,www.isviglino.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00100P,"""LA ROSA BIANCA-WEISSE ROSE"" - CAVALESE",TNTL00101B,"""LA ROSA BIANCA-WEISSE ROSE"" - CAVALESE","VIA GANDHI, 1",38033,C372,CAVALESE,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,segr.iicavalese@scuole.provincia.tn.it,Non Disponibile,www.scuolefiemme.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC824007,"""MEZZOLOMBARDO-PAGANELLA""",TNIC824007,"""MEZZOLOMBARDO-PAGANELLA""",VIA DEGLI ALPINI 17,38017,F187,MEZZOLOMBARDO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.mezzolombardo@scuole.provincia.tn.it,ic.mezzolombardo@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC815005,MERANO I,IBEE815039,EDMONDO DE AMICIS,"VIA LEICHTER,1",39012,F132,MERANO * MERAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82400G,JOHANN JAKOB STAFFLER,TBIC82400G,JOHANN JAKOB STAFFLER,VIA        CHIESA              32,39015,H952,SAN LEONARDO IN PASSIRIA * ST.,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.stleonhard@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE042018,VARNA/VAHRN,SALERNSTRASSE 1,39040,L687,VARNA * VAHRN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82500B,KARL AGSTHOFER,TBEE82501D,DOBBIACO/TOBLACH,PIAZZA SCUOLA 1,39034,D311,DOBBIACO * TOBLACH,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS01200D,L. SCIENT. E IST. TECN. CONSTR. BOLZANO,TBTL012016,BOLZANO .BOZEN.,"VIA        FAGO, 8",39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83700N,LAIVES/LEIFERS,TBIC83700N,LAIVES/LEIFERS,PASSAGGIO SCOLASTICO MARIA DAMIAN 3,39055,E421,LAIVES * LEIFERS,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.leifers@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBEE83406D,VERANO/VOERAN,Non Disponibile,39010,L745,VERANO * VOERAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC846004,"""VILLA LAGARINA""",TNMM846015,"VILLA LAGARINA  ""ANNA FRANK""","VIA STOCKSTADT AM RHEIN, 3",38060,L957,VILLA LAGARINA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,http://www.icvillalagarina.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE100002,LANA/LANA,TBEE100024,TESIMO/TISENS,Non Disponibile,39010,L149,TESIMO * TISENS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80900T,BOLZANO II - DON BOSCO,IBEE80901X,SAN GIOVANNI BOSCO,VIALE DRUSO,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81100D,CALDARO/KALTERN,TBEE81103N,SAN GIUSEPPE A.L./SANKT JOSEF,Non Disponibile,39052,B397,CALDARO SULLA STRADA DEL VINO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP001000,San Francesco,AO1E001010,primaria Aosta - San Francesco,"P.zza San Francesco, 2",11100,A326,AOSTA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-sfrancesco@regione.vda.it,Non Disponibile,www.sfrancesco.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83100A,"""CLES""",TNEE83103E,RUMO - MIONE,"MIONE, 54",38020,H639,RUMO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccles.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84400C,"""VALLE DEI LAGHI-DRO""",TNMM84403G,"DRO ""NUOVA EUROPA""","VIA SANT'ANTONIO, 3",38074,D371,DRO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icvalledeilaghi.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC821004,RUDOLF RIEDL,TBEE821049,PENONE/PENON,Non Disponibile,39040,D048,CORTACCIA SULLA STRADA DEL VIN,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC812009,CARDANO/KARDAUN,TBEE81203D,"KARNEID ""MARTIN WENTER""",Non Disponibile,39050,B799,CORNEDO ALL'ISARCO * KARNEID,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE019006,LAGUNDO/ALGUND,TBEE01908E,VELLOI/VELLAU,Non Disponibile,39022,E412,LAGUNDO * ALGUND,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AORR01000A,"Istituto tecnico e professionale regionale ""Corrado Gex""",AORR01001X,"Istituto tecnico e professionale regionale ""Corrado Gex"" - tecnico del settore economico e tecnologico","Viale F. Chabod, 6",11100,A326,AOSTA,NORMALE,IST PROF ALBERGHIERO,NO,Non Disponibile,is-ipraosta@regione.vda.it,Non Disponibile,http://www.itpr.vda.it/
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AO1A007010,infanzia Arvier,"Via St. Antoine, 6",11011,A452,ARVIER,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-miviglino@regione.vda.it,Non Disponibile,www.isviglino.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC853007,"""ROVERETO EST""",TNEE85304C,TERRAGNOLO,"LOC. PIAZZA, 18",38060,L121,TERRAGNOLO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.roveretoest.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83600D,"""TIONE""",TNEE83602L,TRE VILLE - RAGOLI,"VIA ROMA, 5",38070,M361,TRE VILLE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictione.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC806002,NOVA PONENTE - DEUTSCHNOFEN,TBEE806014,NOVA PONENTE/DEUTSCHNOFEN,Non Disponibile,39050,F950,NOVA PONENTE * DEUTSCHNOFEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP008000,J.B. Cerlogne,AO1E008040,"primaria Sarre ""Cirillo Blanc""","Fr. Tissoret, 71",11010,I442,SARRE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-jbcerlogne@regione.vda.it,Non Disponibile,www.jbcerlogne.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC825003,"""LAVIS""",TNEE825015,"LAVIS ""GIUSEPPE GRAZIOLI""","VIA A.DEGASPERI, 18",38015,E500,LAVIS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,web: www.iclavis.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC816001,BASSA ATESINA,IBEE816013,MARCO POLO,"P.ZZA DELLA SCUOLA,6",39044,D392,EGNA * NEUMARKT,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
